Gen	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143	t_n144	t_n145	t_n146	t_n147	t_n148	t_n149	t_n150	t_n151	t_n152	t_n153	t_n154	t_n155	t_n156	t_n157	t_n158	t_n159	t_n160	t_n161	t_n162	t_n163	t_n164	t_n165	t_n166	t_n167	t_n168	t_n169	t_n170	t_n171	t_n172	t_n173	t_n174	t_n175	t_n176	t_n177	t_n178	t_n179	t_n180	t_n181	t_n182	t_n183	t_n184	t_n185	t_n186	t_n187	t_n188	t_n189	t_n190	t_n191	t_n192	t_n193	t_n194	t_n195	t_n196	t_n197	t_n198	t_n199	mu	sigma2	lnL
278200	0.3473274	0.2981618	0.2505435	0.2307549	0.1345974	0.0626811	0.0516333	0.2016687	0.0884339	0.0394338	0.1911116	0.0652106	0.1691934	0.1270912	0.1146704	0.0976598	0.0608977	0.0434602	0.0834278	0.0640678	0.0466993	0.0411746	0.0315995	0.0225012	0.0735624	0.0260190	0.1434898	0.0802761	0.0567584	0.0416818	0.2308612	0.0367272	0.1910970	0.1254542	0.0409510	0.1476636	0.0984006	0.0424319	0.0508957	0.0296552	0.1076837	0.3199072	0.3000449	0.0940157	0.0484378	0.2789678	0.2427365	0.2097597	0.1157131	0.0444440	0.1729938	0.1583658	0.0284745	0.1217467	0.0534184	0.0991230	0.0607485	0.0332331	0.0702521	0.0398542	0.0659788	0.0472997	0.1044104	0.0727837	0.1926368	0.1699177	0.1430661	0.0283784	0.1484471	0.0820724	0.0321737	0.1309394	0.0849956	0.0520183	0.0307288	0.1179543	0.0967020	0.0744684	0.0465983	0.0598485	0.0336991	0.0732677	0.2684343	0.1277202	0.0899141	0.0387049	0.2004078	0.1012394	0.0703560	0.0231769	0.1802492	0.1270061	0.0531960	0.1052561	0.0298306	0.0709644	0.0455418	0.0358677	0.0185051	0.1300272	0.4679706	-86.728
278300	0.3213318	0.2860724	0.2361778	0.2134841	0.1389790	0.0658025	0.0515497	0.1865749	0.1040244	0.0353970	0.1768079	0.0548387	0.1565302	0.1237533	0.1098743	0.0926808	0.0558382	0.0312612	0.0784677	0.0614372	0.0317679	0.0469254	0.0319493	0.0204348	0.1032762	0.0297084	0.1450059	0.0883053	0.0493305	0.0379917	0.2161380	0.0268014	0.1742388	0.0822223	0.0337777	0.1444522	0.0815186	0.0455733	0.0476720	0.0338511	0.0975643	0.3026860	0.2775881	0.1041467	0.0699408	0.2580886	0.2212485	0.2002300	0.1011510	0.0392055	0.1632097	0.1413732	0.0246365	0.1135115	0.0812248	0.1007236	0.0575492	0.0286598	0.0659544	0.0321749	0.0614396	0.0341521	0.1093500	0.0653977	0.1779344	0.1595589	0.1032798	0.0253439	0.1317499	0.0656330	0.0246846	0.1185664	0.0922813	0.0382743	0.0403755	0.0996306	0.0827387	0.0647358	0.0379192	0.0601577	0.0317711	0.0669779	0.2216146	0.1559546	0.1085271	0.0434592	0.1837939	0.0840972	0.0615260	0.0342440	0.1562011	0.1154251	0.0421595	0.0912237	0.0271100	0.0778064	0.0573634	0.0364385	0.0273326	0.1505087	0.4414621	-100.702
278400	0.3096832	0.2624138	0.2252908	0.2091016	0.1139879	0.0518214	0.0422058	0.1808970	0.0881288	0.0303887	0.1714272	0.0275606	0.1551049	0.1221421	0.1075453	0.0909793	0.0606867	0.0315342	0.0776182	0.0632411	0.0279092	0.0398527	0.0238460	0.0168300	0.1106301	0.0432660	0.1212361	0.0708316	0.0447784	0.0319335	0.2009326	0.0298883	0.1456872	0.0882598	0.0428960	0.1212524	0.0848870	0.0439375	0.0683909	0.0284198	0.0800886	0.3035428	0.2766060	0.1443634	0.0698149	0.2365019	0.2179721	0.1958997	0.0840583	0.0446264	0.1644465	0.1366445	0.0332140	0.1021094	0.0467972	0.0888792	0.0735484	0.0358724	0.0626470	0.0215794	0.0535536	0.0181255	0.1203957	0.0556547	0.1751690	0.1622834	0.0825490	0.0237430	0.1262245	0.1013025	0.0360986	0.1149582	0.0911966	0.0476636	0.0554774	0.0951153	0.0790742	0.0498687	0.0335585	0.0657450	0.0416689	0.1111025	0.1999953	0.1693682	0.1070861	0.0584753	0.1807486	0.1140950	0.0544202	0.0264220	0.1467863	0.1165718	0.0348364	0.0823450	0.0313646	0.0729736	0.0600035	0.0425708	0.0240007	0.1388015	0.3994674	-90.006
278500	0.3020296	0.2622773	0.2201948	0.2043718	0.0864830	0.0464744	0.0335408	0.1794938	0.0782227	0.0441871	0.1675496	0.0337729	0.1524143	0.1166147	0.1051127	0.0886948	0.0488584	0.0218391	0.0781471	0.0627570	0.0263102	0.0379766	0.0292465	0.0132565	0.1085735	0.0578823	0.1067885	0.0772244	0.0451498	0.0231583	0.1935425	0.0355265	0.1308477	0.0737097	0.0326846	0.1058644	0.0863437	0.0326950	0.0718591	0.0424451	0.0607154	0.2976109	0.2754552	0.1633607	0.0788468	0.2311523	0.2117782	0.1960197	0.0828715	0.0497899	0.1503598	0.1357897	0.0369943	0.1038099	0.0328213	0.0875526	0.0595661	0.0327050	0.0717021	0.0326192	0.0541629	0.0215708	0.1185201	0.0516190	0.1706723	0.1435889	0.0804266	0.0251158	0.1238144	0.0858445	0.0344036	0.1126616	0.0870608	0.0301720	0.0427586	0.0907725	0.0750244	0.0500925	0.0343523	0.0567346	0.0381788	0.0999905	0.1922990	0.1448669	0.0877420	0.0506465	0.1729939	0.1027546	0.0551070	0.0332763	0.1518144	0.1257936	0.0373821	0.0898823	0.0350993	0.0718041	0.0448269	0.0349105	0.0187732	0.1546134	0.3691365	-105.834
278600	0.3637568	0.2858933	0.2607808	0.2350748	0.0941205	0.0636063	0.0487256	0.2135617	0.0689365	0.0403825	0.1935604	0.0604681	0.1732405	0.1335654	0.1232490	0.1034963	0.0652499	0.0372081	0.0941132	0.0717863	0.0298533	0.0521549	0.0330706	0.0172844	0.1057620	0.0675072	0.1559370	0.1219456	0.0574986	0.0427124	0.1809365	0.0569287	0.1439601	0.0495624	0.0277900	0.1172114	0.0974204	0.0422461	0.0807634	0.0565933	0.0859494	0.3572202	0.3214234	0.1695740	0.0953587	0.2739399	0.2471199	0.2123730	0.1289692	0.0823695	0.1873598	0.1655165	0.0514146	0.1179479	0.0356925	0.1055936	0.0725933	0.0523626	0.0846501	0.0331558	0.0565083	0.0243415	0.1082334	0.0765543	0.2096574	0.1742197	0.0847765	0.0227061	0.1458777	0.1105743	0.0473002	0.1288103	0.0907955	0.0299323	0.0433022	0.1084258	0.0953858	0.0595910	0.0342084	0.0745150	0.0393831	0.1098685	0.2290156	0.1389614	0.1055718	0.0482567	0.2032352	0.1105943	0.0784156	0.0307128	0.1770715	0.1255121	0.0496813	0.0891706	0.0418507	0.0689449	0.0575470	0.0387260	0.0242163	0.1271258	0.4053330	-93.086
278700	0.3710337	0.3233833	0.2767831	0.2433799	0.0871829	0.0540004	0.0321641	0.2211068	0.0710257	0.0331583	0.1979904	0.0654059	0.1831127	0.1405524	0.1225139	0.1068195	0.0592139	0.0398629	0.0949888	0.0790249	0.0296756	0.0650340	0.0416269	0.0202159	0.1043013	0.0500114	0.1454130	0.1265322	0.0737698	0.0520705	0.1710254	0.0818236	0.1433163	0.0627187	0.0431343	0.1273967	0.0948030	0.0539971	0.0735654	0.0425703	0.0749739	0.3520116	0.3118051	0.1267271	0.1087593	0.2820832	0.2533263	0.2161690	0.1058754	0.0745735	0.1963965	0.1620283	0.0674339	0.1315004	0.0335622	0.1055259	0.0629180	0.0373898	0.0782754	0.0510453	0.0499549	0.0228026	0.1073586	0.0807021	0.2085456	0.1850433	0.0755031	0.0254680	0.1510315	0.1223796	0.0488008	0.1349041	0.1211882	0.0667404	0.0562351	0.1154739	0.0883296	0.0549528	0.0325635	0.0567289	0.0304126	0.0686103	0.2550648	0.1600903	0.1252476	0.0499043	0.2017425	0.1014331	0.0828136	0.0384738	0.1604754	0.1270385	0.0735667	0.0926101	0.0668183	0.0686057	0.0584586	0.0384424	0.0298562	0.1333952	0.4303628	-101.878
278800	0.3503167	0.3128384	0.2829230	0.2293699	0.0764777	0.0419686	0.0395316	0.2030664	0.0711279	0.0295311	0.1868097	0.0806172	0.1641833	0.1268970	0.1155954	0.1011703	0.0684247	0.0311429	0.0896247	0.0715207	0.0312554	0.0597859	0.0312708	0.0185384	0.0788582	0.0521863	0.1528470	0.1132172	0.0479138	0.0175766	0.1949912	0.0687486	0.1339659	0.0622905	0.0470278	0.1191450	0.0917213	0.0599005	0.0627257	0.0373022	0.0651323	0.3148174	0.2890834	0.1270262	0.1033032	0.2661537	0.2361141	0.2013025	0.1102926	0.0808712	0.1825951	0.1591816	0.0539332	0.1273209	0.0326686	0.1179145	0.0674882	0.0306074	0.0780140	0.0394833	0.0482214	0.0205457	0.0968466	0.0595727	0.1992874	0.1804194	0.0710925	0.0215413	0.1425026	0.1062398	0.0392655	0.1254555	0.1095435	0.0593991	0.0850480	0.0999740	0.0880879	0.0426317	0.0270016	0.0646200	0.0415269	0.0694045	0.2511263	0.1708271	0.1044574	0.0345062	0.1800251	0.1016382	0.0798505	0.0232437	0.1487733	0.1228262	0.0365054	0.0937961	0.0557249	0.0719110	0.0573636	0.0383903	0.0289718	0.1396038	0.3821695	-92.878
278900	0.3658054	0.3152513	0.2811847	0.2360056	0.0647014	0.0553120	0.0324439	0.2046327	0.0831417	0.0266066	0.1888600	0.0720170	0.1702188	0.1306557	0.1164870	0.0994486	0.0521981	0.0293721	0.0929496	0.0791459	0.0356103	0.0596100	0.0308747	0.0147700	0.0815796	0.0612209	0.1252903	0.0852212	0.0517257	0.0259798	0.1772392	0.0699391	0.1341624	0.0842905	0.0652764	0.1195033	0.0780740	0.0583245	0.0451383	0.0321003	0.0660639	0.3172455	0.2946887	0.1415659	0.1005973	0.2660920	0.2390150	0.2024635	0.1741071	0.0940995	0.1840268	0.1644979	0.0687769	0.1258177	0.0553109	0.1171773	0.0844202	0.0440525	0.0927681	0.0421629	0.0566387	0.0289179	0.0739572	0.0495978	0.1931246	0.1735670	0.0661797	0.0184945	0.1441009	0.1057851	0.0375856	0.1292998	0.0908130	0.0521192	0.0684807	0.1068106	0.0926509	0.0597148	0.0403804	0.0698254	0.0285976	0.0658916	0.2411460	0.1778613	0.0782470	0.0356824	0.1856219	0.0832945	0.0608922	0.0350378	0.1556362	0.1304442	0.0511635	0.1058201	0.0497529	0.0823116	0.0655033	0.0414638	0.0239577	0.1447664	0.4479399	-98.570
279000	0.3529137	0.3192866	0.2783849	0.2473840	0.0672286	0.0367805	0.0401529	0.2050983	0.0887554	0.0347892	0.1885740	0.0623193	0.1650253	0.1319465	0.1208791	0.1002969	0.0506449	0.0305763	0.0938641	0.0831037	0.0433732	0.0618489	0.0381765	0.0146875	0.0921160	0.0390985	0.1497082	0.0960722	0.0695550	0.0336596	0.1769189	0.0674515	0.1251721	0.0775354	0.0540183	0.1094351	0.0844253	0.0431737	0.0712267	0.0411803	0.0548133	0.3259147	0.2871090	0.1784727	0.1105669	0.2656891	0.2417314	0.2021569	0.1640886	0.0768315	0.1843831	0.1560968	0.0337964	0.1235167	0.0671796	0.1116655	0.0815699	0.0379544	0.0848662	0.0360979	0.0723114	0.0435973	0.0971669	0.0560281	0.1916402	0.1685209	0.1119724	0.0250446	0.1477891	0.1085095	0.0474182	0.1184244	0.0863808	0.0384767	0.0690766	0.0997226	0.0851870	0.0531274	0.0331202	0.0600562	0.0275171	0.0585564	0.2690181	0.1482236	0.0733621	0.0396296	0.2000978	0.0968640	0.0510462	0.0335896	0.1513476	0.1343370	0.0536038	0.1136117	0.0665765	0.0821900	0.0734119	0.0463851	0.0289069	0.1303010	0.3921950	-106.197
279100	0.3542914	0.3238815	0.2823912	0.2542673	0.0544866	0.0213624	0.0317695	0.2080499	0.0840865	0.0343076	0.1912878	0.0954157	0.1711178	0.1338453	0.1210123	0.1017403	0.0527953	0.0313509	0.0954086	0.0789099	0.0514048	0.0628913	0.0386753	0.0144397	0.1218951	0.0477507	0.1802920	0.1026223	0.0636348	0.0236409	0.1829264	0.0623085	0.1422512	0.1053465	0.0603336	0.1071022	0.0896788	0.0634355	0.0721396	0.0387764	0.0597653	0.3427141	0.2912408	0.1684040	0.0800469	0.2740828	0.2362241	0.2050662	0.1560460	0.0727896	0.1802759	0.1537419	0.0566676	0.1260166	0.0932371	0.1096540	0.0842403	0.0323787	0.0875661	0.0502545	0.0756850	0.0316765	0.1268981	0.0707350	0.2010434	0.1748547	0.0733568	0.0288687	0.1531142	0.0884537	0.0444638	0.1314518	0.0833798	0.0651924	0.0642450	0.0927348	0.0799966	0.0620554	0.0298779	0.0524361	0.0206046	0.0761117	0.2849094	0.1580145	0.0509389	0.0343072	0.1840187	0.1031135	0.0481035	0.0307217	0.1557653	0.1398768	0.0414902	0.1127073	0.0626384	0.0845007	0.0739118	0.0488321	0.0302228	0.1304529	0.3793568	-105.507
279200	0.3793584	0.3284416	0.3023430	0.2576178	0.0712126	0.0178565	0.0325760	0.2175182	0.0719271	0.0510149	0.2024275	0.1054220	0.1758177	0.1473254	0.1287126	0.1076039	0.0536539	0.0260990	0.0999756	0.0772760	0.0522100	0.0622035	0.0424073	0.0190113	0.1401185	0.0501647	0.1739477	0.1031513	0.0593727	0.0313919	0.2101042	0.0618867	0.1515195	0.0877084	0.0467508	0.1192665	0.0909876	0.0443798	0.0737675	0.0348435	0.0620901	0.3537245	0.3044951	0.1841129	0.1181875	0.2865563	0.2406576	0.2144674	0.1697929	0.0721235	0.1890181	0.1563556	0.0819390	0.1370080	0.0734519	0.1103556	0.0886473	0.0382258	0.0894339	0.0457928	0.0703841	0.0232701	0.1252598	0.0633402	0.2195626	0.1846306	0.0820590	0.0184101	0.1661828	0.0959125	0.0384625	0.1353098	0.0987552	0.0640084	0.0575397	0.0983269	0.0843784	0.0729465	0.0451165	0.0431629	0.0260772	0.0549023	0.3061184	0.1588634	0.0725250	0.0422943	0.2024161	0.0872706	0.0680663	0.0294040	0.1743517	0.1462197	0.0425317	0.1293093	0.0585645	0.0990903	0.0829910	0.0448587	0.0183990	0.1240962	0.3759936	-102.842
279300	0.3521000	0.2956746	0.2727378	0.2352831	0.0731735	0.0380516	0.0320486	0.1993565	0.0880762	0.0440582	0.1860803	0.0851964	0.1639456	0.1340222	0.1166478	0.0986195	0.0638309	0.0275263	0.0895631	0.0684810	0.0381031	0.0493630	0.0347539	0.0231056	0.1251514	0.0663876	0.1388851	0.0925546	0.0575333	0.0377038	0.1917610	0.0982738	0.1446596	0.0741419	0.0472523	0.1156087	0.0820077	0.0267058	0.0754619	0.0377585	0.0633849	0.3317673	0.2790713	0.1915206	0.1261010	0.2626303	0.2290092	0.1867889	0.1526486	0.0814292	0.1700750	0.1433400	0.0965101	0.1228988	0.0558503	0.1047429	0.0852860	0.0408091	0.0851374	0.0404614	0.0694703	0.0188345	0.1397314	0.0282559	0.1992839	0.1646943	0.0665723	0.0277817	0.1486526	0.0928314	0.0417926	0.1343160	0.1095336	0.0689774	0.0381205	0.0947422	0.0768336	0.0638875	0.0470378	0.0449926	0.0243799	0.0411856	0.2736392	0.1327880	0.0635106	0.0363291	0.1937940	0.0845275	0.0591061	0.0336061	0.1676838	0.1322665	0.0707323	0.1185126	0.0660092	0.0988204	0.0598606	0.0281929	0.0195997	0.1294093	0.3984902	-98.202
279400	0.3315016	0.2739269	0.2539197	0.2321411	0.0678389	0.0279301	0.0372378	0.1909820	0.0824896	0.0236700	0.1748132	0.0573571	0.1566195	0.1347876	0.1185093	0.0924101	0.0611870	0.0204747	0.0871218	0.0623779	0.0502047	0.0528285	0.0339393	0.0264563	0.1075726	0.0412012	0.1342847	0.1111030	0.0761311	0.0343122	0.1617741	0.0702753	0.1159194	0.0815945	0.0502636	0.0983811	0.0775521	0.0219724	0.0612375	0.0404417	0.0352969	0.3071722	0.2680664	0.1922084	0.1575156	0.2500313	0.2211239	0.1865309	0.1317548	0.0836397	0.1689117	0.1352312	0.0725555	0.1152679	0.0554848	0.0984968	0.0590867	0.0323829	0.0874084	0.0285388	0.0539814	0.0357133	0.1465673	0.0420364	0.1767530	0.1593056	0.0777530	0.0352045	0.1449574	0.0794666	0.0397876	0.1268523	0.0926257	0.0657045	0.0261896	0.0949443	0.0776482	0.0441572	0.0266839	0.0451949	0.0324547	0.0432453	0.2713835	0.1031739	0.0713693	0.0431210	0.1890733	0.0824816	0.0590308	0.0344527	0.1646256	0.1269751	0.0773717	0.1146492	0.0552945	0.0829174	0.0630009	0.0288566	0.0175189	0.1529365	0.4465509	-92.431
279500	0.3727615	0.3093195	0.2903394	0.2673051	0.1083898	0.0419626	0.0780621	0.2183746	0.0981694	0.0393198	0.1998867	0.0659853	0.1771118	0.1584394	0.1265403	0.1056645	0.0730520	0.0348810	0.0996177	0.0838036	0.0405619	0.0541418	0.0374610	0.0205943	0.1099875	0.0582800	0.1728653	0.1156988	0.0806172	0.0269628	0.2204780	0.0724986	0.1320328	0.1025320	0.0738374	0.1112961	0.0875301	0.0244872	0.0756247	0.0565182	0.0570494	0.3433505	0.3065153	0.2099302	0.1879268	0.2790616	0.2445956	0.2123647	0.1637905	0.0685305	0.1931387	0.1751911	0.0764967	0.1238711	0.0768843	0.1045575	0.0726491	0.0448396	0.0922054	0.0389297	0.0678455	0.0464876	0.1464840	0.0642184	0.2080655	0.1821548	0.0923279	0.0542796	0.1707859	0.0975842	0.0410806	0.1458910	0.1155815	0.0782747	0.0585959	0.1131749	0.0925943	0.0487694	0.0289176	0.0519186	0.0321898	0.0416041	0.2954985	0.1234343	0.0844663	0.0479450	0.2158197	0.1135461	0.0747384	0.0307475	0.1924327	0.1498069	0.1087365	0.1370675	0.0581094	0.1204525	0.0700494	0.0419860	0.0222035	0.1198370	0.3767676	-101.253
279600	0.3414565	0.2857726	0.2682374	0.2466877	0.1139620	0.0324576	0.0565415	0.2017509	0.1077670	0.0376938	0.1888256	0.0685471	0.1600744	0.1329704	0.1128065	0.0996714	0.0703494	0.0376952	0.0881464	0.0702067	0.0414017	0.0494003	0.0288409	0.0204968	0.1011955	0.0511975	0.1877271	0.1053900	0.0830005	0.0594504	0.1920534	0.0457590	0.1319452	0.0946521	0.0579047	0.0953612	0.0792875	0.0268875	0.0706332	0.0593392	0.0380999	0.3134634	0.2854218	0.1919440	0.1734225	0.2535684	0.2259758	0.1983062	0.1294588	0.0669676	0.1784360	0.1493994	0.1025713	0.1131435	0.0797929	0.0944515	0.0670925	0.0247486	0.0845993	0.0475643	0.0652672	0.0415933	0.1462405	0.0517546	0.1989568	0.1756511	0.0865328	0.0566207	0.1582314	0.0985032	0.0316173	0.1253139	0.0967314	0.0468064	0.0487284	0.0902596	0.0781551	0.0537895	0.0286675	0.0465961	0.0347536	0.0610076	0.2685544	0.1079896	0.0888257	0.0569938	0.2014755	0.1352205	0.0769188	0.0154742	0.1582916	0.1384029	0.1093629	0.1292547	0.0510267	0.1116956	0.0874184	0.0483311	0.0232411	0.1473870	0.4554385	-108.975
279700	0.3119939	0.2636001	0.2447076	0.2273548	0.1060720	0.0370404	0.0371474	0.1840533	0.0964471	0.0454517	0.1722618	0.0600764	0.1427707	0.1299542	0.1068596	0.0928007	0.0539926	0.0421761	0.0836422	0.0640091	0.0407829	0.0470618	0.0354810	0.0187096	0.0693334	0.0434927	0.1792320	0.1062382	0.0953351	0.0676806	0.1707175	0.0282372	0.1239730	0.1079195	0.0275507	0.0916455	0.0761589	0.0279167	0.0614822	0.0431482	0.0366130	0.2857245	0.2597824	0.1541358	0.1295305	0.2313254	0.2033626	0.1829695	0.1008152	0.0616476	0.1531278	0.1299223	0.0560226	0.1008332	0.0465477	0.0854822	0.0684641	0.0282522	0.0717698	0.0391651	0.0576065	0.0383495	0.1383967	0.0437239	0.1885323	0.1602430	0.0748107	0.0520770	0.1461036	0.1023239	0.0392368	0.1082341	0.0804425	0.0489607	0.0436455	0.0990818	0.0734264	0.0406541	0.0232475	0.0544044	0.0371174	0.1350401	0.2138810	0.1117087	0.0895450	0.0323008	0.1779144	0.0858722	0.0496135	0.0168649	0.1461088	0.1254589	0.1017473	0.1157824	0.0625785	0.1048057	0.0777937	0.0464596	0.0215143	0.1535630	0.4676380	-99.500
279800	0.3461288	0.3056823	0.2730751	0.2553490	0.1035050	0.0602107	0.0404057	0.2062356	0.1162716	0.0577814	0.1892385	0.0467588	0.1608053	0.1505893	0.1222543	0.1041557	0.0589497	0.0401560	0.0895945	0.0768819	0.0608424	0.0555032	0.0388419	0.0180518	0.0680859	0.0310849	0.1925172	0.1302328	0.1128314	0.0571342	0.2030255	0.0735139	0.1308435	0.1067115	0.0346495	0.1051980	0.0766034	0.0336548	0.0634512	0.0431526	0.0223032	0.3132405	0.2898844	0.1956067	0.1648406	0.2429693	0.2284027	0.2095232	0.1178649	0.0497068	0.1717053	0.1437097	0.0581239	0.1064079	0.0515880	0.0956761	0.0763218	0.0355686	0.0805244	0.0673771	0.0569266	0.0472551	0.1452843	0.0512498	0.2117462	0.1785498	0.1182985	0.0479992	0.1564437	0.1265166	0.0531061	0.1284562	0.0850440	0.0618608	0.0456387	0.1086894	0.0744935	0.0580900	0.0415668	0.0515272	0.0290868	0.1574901	0.2556695	0.1900962	0.0949733	0.0626364	0.2047745	0.0997919	0.0681841	0.0235956	0.1812283	0.1421691	0.1159156	0.1287184	0.0713129	0.1151607	0.0733304	0.0498642	0.0237253	0.1238789	0.3965104	-108.749
279900	0.3179367	0.2902073	0.2489674	0.2319935	0.1188235	0.0865695	0.0337982	0.1913904	0.1069368	0.0367975	0.1698972	0.0354971	0.1441030	0.1331048	0.1172327	0.0980456	0.0724001	0.0460054	0.0806622	0.0726542	0.0473228	0.0501839	0.0304915	0.0140362	0.0622313	0.0218455	0.1696789	0.1139326	0.1024215	0.0476464	0.1539230	0.0439834	0.1212978	0.1042908	0.0241345	0.1021756	0.0685191	0.0347638	0.0575268	0.0371075	0.0290788	0.2770469	0.2597751	0.1886172	0.1571763	0.2222884	0.2046793	0.1724350	0.0943468	0.0581627	0.1444282	0.1270692	0.0423511	0.0996432	0.0463674	0.0861693	0.0624926	0.0408049	0.0638830	0.0313807	0.0445325	0.0283002	0.1032343	0.0305870	0.1913534	0.1673532	0.0832989	0.0522461	0.1432417	0.0760506	0.0526267	0.1130444	0.0841306	0.0588452	0.0607615	0.0878512	0.0695764	0.0463419	0.0269079	0.0536295	0.0197093	0.0957044	0.2343544	0.1831136	0.0844485	0.0496963	0.1835053	0.1222007	0.0880693	0.0321425	0.1664560	0.1305756	0.0994620	0.1173583	0.0702276	0.1031585	0.0710542	0.0360460	0.0222847	0.1412653	0.3727963	-105.380
280000	0.3066919	0.2861250	0.2479550	0.2243238	0.1121460	0.0915784	0.0343691	0.1882368	0.0661800	0.0341631	0.1570204	0.0506464	0.1387372	0.1309116	0.1141314	0.1000274	0.0628484	0.0414950	0.0809726	0.0747992	0.0448608	0.0486033	0.0284930	0.0144363	0.0701525	0.0280092	0.1570568	0.1228531	0.0955294	0.0454052	0.1675902	0.0451854	0.1268532	0.1000290	0.0311295	0.1063720	0.0787860	0.0459745	0.0496439	0.0317153	0.0281372	0.2779192	0.2524130	0.1718498	0.1169808	0.2246548	0.2013067	0.1815747	0.0859439	0.0348377	0.1521893	0.1185666	0.0316062	0.1021445	0.0555034	0.0801608	0.0580229	0.0451507	0.0686297	0.0320283	0.0522027	0.0278788	0.1126636	0.0284475	0.1882004	0.1692231	0.0978671	0.0484089	0.1510299	0.0901144	0.0571028	0.1224509	0.0924187	0.0526051	0.0655565	0.0949209	0.0689645	0.0555024	0.0336550	0.0448740	0.0228127	0.0427399	0.2441940	0.1804697	0.0936695	0.0217332	0.1804816	0.1053511	0.0620821	0.0367369	0.1606967	0.1304791	0.0730608	0.1193953	0.0374000	0.0952072	0.0609647	0.0394206	0.0276162	0.1530739	0.3934999	-93.894
280100	0.3422111	0.3153891	0.2750112	0.2442260	0.1367440	0.1115271	0.0391646	0.2061435	0.0881352	0.0379519	0.1789575	0.0622206	0.1546724	0.1433650	0.1287893	0.1142904	0.0757043	0.0385276	0.0922279	0.0804094	0.0600615	0.0555623	0.0350019	0.0143002	0.1122640	0.0437739	0.1983200	0.1252814	0.0745838	0.0402908	0.1743171	0.0913252	0.1345189	0.1087048	0.0684372	0.1064500	0.0860425	0.0460421	0.0604869	0.0407150	0.0491773	0.3013684	0.2729274	0.1834392	0.1067330	0.2417074	0.2204568	0.2019264	0.0949768	0.0376565	0.1598465	0.1220884	0.0478905	0.1020668	0.0495124	0.0818688	0.0538263	0.0406152	0.0684718	0.0350652	0.0515876	0.0318597	0.0970557	0.0297153	0.2061037	0.1905056	0.1264944	0.0795861	0.1653972	0.0887819	0.0647040	0.1336292	0.1050256	0.0378590	0.0614342	0.1118187	0.0794330	0.0645136	0.0340037	0.0549523	0.0250036	0.0562039	0.2612995	0.1982669	0.1143696	0.0314349	0.2007292	0.1047237	0.0629427	0.0410052	0.1684720	0.1482552	0.0999549	0.1348652	0.0449478	0.0817105	0.0561351	0.0404694	0.0195432	0.1301266	0.3737592	-107.874
280200	0.3174464	0.2828253	0.2493658	0.2259959	0.1262503	0.0956564	0.0327414	0.1912773	0.0815497	0.0270977	0.1608523	0.0831905	0.1421278	0.1303733	0.1175465	0.1014309	0.0621254	0.0274671	0.0853949	0.0673888	0.0385591	0.0526131	0.0346635	0.0163470	0.0704940	0.0310125	0.1764241	0.1268909	0.0839541	0.0453742	0.1513126	0.0632026	0.1303273	0.0892258	0.0322073	0.1111403	0.0882765	0.0405419	0.0577941	0.0343660	0.0320946	0.2769260	0.2506504	0.1868362	0.0819030	0.2169172	0.2025768	0.1843094	0.0950148	0.0219553	0.1369982	0.1173960	0.0538535	0.1003233	0.0674032	0.0789410	0.0509706	0.0298676	0.0711288	0.0372577	0.0485459	0.0210275	0.0741416	0.0450737	0.1893878	0.1750547	0.1169883	0.0768552	0.1536188	0.1071077	0.0442257	0.1186608	0.0984213	0.0495656	0.0510500	0.0916532	0.0760254	0.0639580	0.0277869	0.0522100	0.0179117	0.0781342	0.2415194	0.1531411	0.0826074	0.0274859	0.1862943	0.1056298	0.0513187	0.0392437	0.1699569	0.1454482	0.0845995	0.1095557	0.0540397	0.0765678	0.0584778	0.0349659	0.0173396	0.1515497	0.3928942	-106.467
